path	type	required	constraints	description
ITR.ITR3.PartA_GEN1.PersonalInfo.Address.StateCode	string	True	type=string, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&]*)\s*), enum=['01', '02', '03', '04', '05', '06', '07', '08', '09', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27…], REQUIRED	01-Andaman and Nicobar islands; 02-Andhra Pradesh; 03-Arunachal Pradesh; 04-Assam; 05-Bihar; 06-Chandigarh; 07-Dadra Nagar and Haveli; 08-Daman and Diu; 09- Delhi; 10- Goa; 11-Gujarat; 12- Haryana; 13- Himachal Pradesh; 14-Jammu and Kashmir; 15- Karnataka; 16- Kerala; 17- Lakshadweep; 18-Madhya Pradesh; 19-Maharashtra; 20-Manipur; 21-meghalaya; 22-Mizoram; 23-Nagaland; 24- Odisha; 25- Puducherry; 26- Punjab; 27-Rajasthan; 28- Sikkim; 29-Tamil Nadu; 30- Tripura; 31-Uttar Pradesh; 32- West Bengal; 33- Chhattisgarh; 34- Uttarakhand; 35- Jharkhand; 36- Telangana; 37- Ladakh; 99- Foreign
ITR.ITR3.PartA_GEN1.PersonalInfo.Address.CountryCode	string	True	type=string, minLength=1, maxLength=4, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&]*)\s*), enum=['93', '1001', '355', '213', '684', '376', '244', '1264', '1010', '1268', '54', '374', '297', '61', '43', '994', '1242', '973', '880', '1246', '375', '32', '501…], REQUIRED	93:AFGHANISTAN; 1001:ÅLAND ISLANDS; 355:ALBANIA; 213:ALGERIA; 684:AMERICAN SAMOA; 376:ANDORRA; 244:ANGOLA; 1264:ANGUILLA; 1010:ANTARCTICA; 1268:ANTIGUA AND BARBUDA; 54:ARGENTINA; 374:ARMENIA; 297:ARUBA; 61:AUSTRALIA; 43:AUSTRIA; 994:AZERBAIJAN; 1242:BAHAMAS; 973:BAHRAIN; 880:BANGLADESH; 1246:BARBADOS; 375:BELARUS; 32:BELGIUM; 501:BELIZE; 229:BENIN; 1441:BERMUDA; 975:BHUTAN; 591:BOLIVIA (PLURINATIONAL STATE OF); 1002:BONAIRE, SINT EUSTATIUS AND SABA; 387:BOSNIA AND HERZEGOVINA; 267:BOTSWANA; 1003:BOUVET ISLAND; 55:BRAZIL; 1014:BRITISH INDIAN OCEAN TERRITORY; 673:BRUNEI DARUSSALAM; 359:BULGARIA; 226: BURKINA FASO; 257:BURUNDI; 238:CABO VERDE; 855:CAMBODIA; 237:CAMEROON; 1:CANADA; 1345:CAYMAN ISLANDS; 236:CENTRAL AFRICAN REPUBLIC; 235:CHAD; 56:CHILE; 86:CHINA; 9:CHRISTMAS ISLAND; 672:COCOS (KEELING) ISLANDS; 57:COLOMBIA; 270:COMOROS; 242:CONGO; 243:CONGO (DEMOCRATIC REPUBLIC OF THE); 682:COOK ISLANDS; 506:COSTA RICA; 225:CÔTE D'IVOIRE; 385:CROATIA; 53:CUBA; 1015:CURAÇAO; 357:CYPRUS; 420:CZECHIA; 45:DENMARK; 253:DJIBOUTI; 1767:DOMINICA; 1809:DOMINICAN REPUBLIC; 593:ECUADOR; 20:EGYPT; 503:EL SALVADOR; 240:EQUATORIAL GUINEA; 291:ERITREA; 372:ESTONIA; 251:ETHIOPIA; 500:FALKLAND ISLANDS (MALVINAS); 298:FAROE ISLANDS; 679:FIJI; 358:FINLAND; 33:FRANCE; 594:FRENCH GUIANA; 689:FRENCH POLYNESIA; 1004:FRENCH SOUTHERN TERRITORIES; 241:GABON; 220:GAMBIA; 995:GEORGIA; 49:GERMANY; 233:GHANA; 350:GIBRALTAR; 30:GREECE; 299:GREENLAND; 1473:GRENADA; 590:GUADELOUPE; 1671:GUAM; 502:GUATEMALA; 1481:GUERNSEY; 224:GUINEA; 245:GUINEA-BISSAU; 592:GUYANA; 509:HAITI; 1005:HEARD ISLAND AND MCDONALD ISLANDS; 6:HOLY SEE; 504:HONDURAS; 852:HONG KONG; 36:HUNGARY; 354:ICELAND; 91:INDIA; 62:INDONESIA; 98:IRAN (ISLAMIC REPUBLIC OF); 964:IRAQ; 353:IRELAND; 1624:ISLE OF MAN; 972:ISRAEL; 5:ITALY; 1876:JAMAICA; 81:JAPAN; 1534:JERSEY; 962:JORDAN; 7:KAZAKHSTAN; 254:KENYA; 686:KIRIBATI; 850:KOREA(DEMOCRATIC PEOPLE'S REPUBLIC OF); 82:KOREA (REPUBLIC OF); 965:KUWAIT; 996:KYRGYZSTAN; 856:LAO PEOPLE'S DEMOCRATIC REPUBLIC; 371:LATVIA; 961:LEBANON; 266:LESOTHO; 231:LIBERIA; 218:LIBYA; 423:LIECHTENSTEIN; 370:LITHUANIA; 352:LUXEMBOURG; 853:MACAO; 389:MACEDONIA(THE FORMER YUGOSLAV REPUBLIC OF); 261:MADAGASCAR; 265:MALAWI; 60:MALAYSIA; 960:MALDIVES; 223:MALI; 356:MALTA; 692:MARSHALL ISLANDS; 596:MARTINIQUE; 222:MAURITANIA; 230:MAURITIUS; 269:MAYOTTE; 52:MEXICO; 691:MICRONESIA (FEDERATED STATES OF); 373:MOLDOVA (REPUBLIC OF); 377:MONACO; 976:MONGOLIA; 382:MONTENEGRO; 1664:MONTSERRAT; 212:MOROCCO; 258:MOZAMBIQUE; 95:MYANMAR; 264:NAMIBIA; 674:NAURU; 977:NEPAL; 31:NETHERLANDS; 687:NEW CALEDONIA; 64:NEW ZEALAND; 505:NICARAGUA; 227:NIGER; 234:NIGERIA; 683:NIUE; 15:NORFOLK ISLAND; 1670:NORTHERN MARIANA ISLANDS; 47:NORWAY; 968:OMAN; 92:PAKISTAN; 680:PALAU; 970:PALESTINE, STATE OF; 507:PANAMA; 675:PAPUA NEW GUINEA; 595:PARAGUAY; 51:PERU; 63:PHILIPPINES; 1011:PITCAIRN; 48:POLAND; 14:PORTUGAL; 1787:PUERTO RICO; 974:QATAR; 262:RÉUNION; 40:ROMANIA; 8:RUSSIAN FEDERATION; 250:RWANDA; 1006:SAINT BARTHÉLEMY; 290: SAINT HELENA, ASCENSION AND TRISTAN DA CUNHA; 1869:SAINT KITTS AND NEVIS; 1758:SAINT LUCIA; 1007:SAINT MARTIN (FRENCH PART); 508:SAINT PIERRE AND MIQUELON; 1784:SAINT VINCENT AND THE GRENADINES; 685:SAMOA; 378:SAN MARINO; 239:SAO TOME AND PRINCIPE; 966:SAUDI ARABIA; 221:SENEGAL; 381:SERBIA; 248:SEYCHELLES; 232:SIERRA LEONE; 65:SINGAPORE; 1721:SINT MAARTEN (DUTCH PART); 421:SLOVAKIA; 386:SLOVENIA; 677:SOLOMON ISLANDS; 252:SOMALIA; 28:SOUTH AFRICA; 1008:SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS; 211:SOUTH SUDAN; 35:SPAIN; 94:SRI LANKA; 249:SUDAN; 597:SURINAME; 1012:SVALBARD AND JAN MAYEN; 268:SWAZILAND; 46:SWEDEN; 41:SWITZERLAND; 963:SYRIAN ARAB REPUBLIC; 886:TAIWAN, PROVINCE OF CHINA[A]; 992:TAJIKISTAN; 255:TANZANIA, UNITED REPUBLIC OF; 66:THAILAND; 670:TIMOR-LESTE (EAST TIMOR); 228:TOGO; 690:TOKELAU; 676:TONGA; 1868:TRINIDAD AND TOBAGO; 216:TUNISIA; 90:TURKEY; 993:TURKMENISTAN; 1649:TURKS AND CAICOS ISLANDS; 688:TUVALU; 256:UGANDA; 380:UKRAINE; 971:UNITED ARAB EMIRATES; 44:UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND; 2:UNITED STATES OF AMERICA; 1009:UNITED STATES MINOR OUTLYING ISLANDS; 598:URUGUAY; 998:UZBEKISTAN; 678:VANUATU; 58:VENEZUELA (BOLIVARIAN REPUBLIC OF); 84:VIET NAM; 1284:VIRGIN ISLANDS (BRITISH); 1340:VIRGIN ISLANDS (U.S.); 681:WALLIS AND FUTUNA; 1013:WESTERN SAHARA; 967:YEMEN; 260:ZAMBIA; 263:ZIMBABWE; 9999:OTHERS
ITR.ITR3.PartA_GEN1.PersonalInfo.Address.PinCode	integer	False	type=integer, minimum=100000, maximum=999999, pattern=[1-9]{1}[0-9]{5}	
ITR.ITR3.PartA_GEN1.PersonalInfo.Address.ZipCode	string	False	type=string, maxLength=8, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&]*)\s*)	
ITR.ITR3.PartA_GEN1.PersonalInfo.Address.Phone.STDcode	integer	True	type=integer, minimum=0, maximum=99999, REQUIRED	
ITR.ITR3.PartA_GEN1.PersonalInfo.Address.Phone.PhoneNo	string	True	type=string, pattern=[0-9]{1,12}, REQUIRED	
ITR.ITR3.PartA_GEN1.PersonalInfo.Address.CountryCodeMobile	integer	True	type=integer, pattern=[0-9]{1,5}, REQUIRED	
ITR.ITR3.PartA_GEN1.PersonalInfo.Address.MobileNo	integer	True	type=integer, pattern=[1-9]{1}[0-9]{9}|[1-9]{1}[0-9]{4,9}, REQUIRED	
ITR.ITR3.PartA_GEN1.PersonalInfo.Address.CountryCodeMobileNoSec	integer	False	type=integer, pattern=[0-9]{1,5}	
ITR.ITR3.PartA_GEN1.PersonalInfo.Address.MobileNoSec	integer	False	type=integer, pattern=[1-9]{1}[0-9]{9}|[1-9]{1}[0-9]{4,9}	
ITR.ITR3.PartA_GEN1.PersonalInfo.Address.EmailAddress	string	True	type=string, maxLength=125, pattern=([\.a-zA-Z0-9_\-])+@([a-zA-Z0-9_\-])+(([a-zA-Z0-9_\-])*\.([a-zA-Z0-9_\-])+)+, REQUIRED	Email Id is required for receiving copy of ITR-V
ITR.ITR3.PartA_GEN1.PersonalInfo.Address.EmailAddressSec	string	False	type=string, maxLength=125, pattern=([\.a-zA-Z0-9_\-])+@([a-zA-Z0-9_\-])+(([a-zA-Z0-9_\-])*\.([a-zA-Z0-9_\-])+)+	Alternate Email Id
ITR.ITR3.PartA_GEN1.PersonalInfo.DOB	string	True	type=string, pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])), REQUIRED	Date of Birth of the Assessee format YYYY-MM-DD; maximum date allowed 2025-03-31
ITR.ITR3.PartA_GEN1.PersonalInfo.Status	string	True	type=string, enum=['I', 'H'], REQUIRED	I - Individual; H - HUF
ITR.ITR3.PartA_GEN1.PersonalInfo.DateofBusCommencement	string	False	type=string, pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01]))	Date of Birth of the Assessee format YYYY-MM-DD
ITR.ITR3.PartA_GEN1.PersonalInfo.AadhaarCardNo	string	False	type=string, pattern=[0-9]{12}	
ITR.ITR3.PartA_GEN1.FilingStatus.ReturnFileSec	integer	True	type=integer, minimum=11, maximum=21, enum=[11, 12, 13, 14, 16, 17, 18, 19, 20, 21], REQUIRED	11:139(1)- On or Before due date; 12:139(4)- After due date; 13:142(1); 14:148; 16:153C; 17:139(5)- Revised Return; 18:139(9); 19:92CD-Modified return; 20 : 119(2)(b)-After condonation of delay; 21 : 139(8A)-Updated Return
ITR.ITR3.PartA_GEN1.FilingStatus.OptOutNewTaxRegime_Method	string	True	type=string, enum=['BY10IEA', 'OPTINRETURN'], REQUIRED	BY10IEA : by filing 10IEA; OPTINRETURN: by exercising the option in the return of income only
ITR.ITR3.PartA_GEN1.FilingStatus.OptOutNewTaxRegime_Form10IEA_AY24_25	string	False	type=string, enum=['Y', 'N', 'NA']	Y : Yes, N : No, NA : Not applicable
ITR.ITR3.PartA_GEN1.FilingStatus.Form10IEADate_AY24_25	string	False	type=string, pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01]))	Form 10IEA filing date in YYYY-MM-DD format
ITR.ITR3.PartA_GEN1.FilingStatus.Form10IEAAckNo_AY24_25	integer	False	type=integer, minimum=100000000000000, maximum=999999999999999	
ITR.ITR3.PartA_GEN1.FilingStatus.Yes_ContOptOutNewTaxReg	string	False	type=string, enum=['Y', 'N']	Y : Yes, N : No
ITR.ITR3.PartA_GEN1.FilingStatus.No_OptOutNewTaxReg	string	False	type=string, enum=['Y', 'N']	Y : Yes, N : No
ITR.ITR3.PartA_GEN1.FilingStatus.NA_OptOutNewTaxReg	string	False	type=string, enum=['Y', 'N']	Y : Yes, N : No
ITR.ITR3.PartA_GEN1.FilingStatus.Form10IEADate	string	False	type=string, pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01]))	Form 10IEA filing date for AY 2025-26 in YYYY-MM-DD format
ITR.ITR3.PartA_GEN1.FilingStatus.Form10IEAAckNo	integer	False	type=integer, minimum=100000000000000, maximum=999999999999999	Acknowledgement number of Form 10IEA filed for AY 2025-26
ITR.ITR3.PartA_GEN1.FilingStatus.SetOptOutNewTaxReg	string	False	type=string, enum=['Y', 'N']	Y : Yes, N : No
ITR.ITR3.PartA_GEN1.FilingStatus.SeventhProvisio139	string	True	type=string, pattern=Y|N, REQUIRED	
ITR.ITR3.PartA_GEN1.FilingStatus.DepAmtAggAmtExcd1CrPrYrFlg	string	False	type=string, pattern=Y|N	
ITR.ITR3.PartA_GEN1.FilingStatus.AmtSeventhProvisio139i	integer	False	type=integer, minimum=10000000, maximum=99999999999999	
ITR.ITR3.PartA_GEN1.FilingStatus.IncrExpAggAmt2LkTrvFrgnCntryFlg	string	False	type=string, pattern=Y|N	
ITR.ITR3.PartA_GEN1.FilingStatus.AmtSeventhProvisio139ii	integer	False	type=integer, minimum=200000, maximum=99999999999999	
ITR.ITR3.PartA_GEN1.FilingStatus.IncrExpAggAmt1LkElctrctyPrYrFlg	string	False	type=string, pattern=Y|N	
ITR.ITR3.PartA_GEN1.FilingStatus.AmtSeventhProvisio139iii	integer	False	type=integer, minimum=100000, maximum=99999999999999	
ITR.ITR3.PartA_GEN1.FilingStatus.clauseiv7provisio139i	string	False	type=string, pattern=Y|N	
ITR.ITR3.PartA_GEN1.FilingStatus.clauseiv7provisio139iDtls[].clauseiv7provisio139iNature	string	True	type=string, enum=['1', '2', '3', '4'], REQUIRED	1 - total sales, turnover or gross receipts, as the case may be, of the person in the business exceeds sixty lakh rupees during the previous year; 2 - the total gross receipts of the person in profession exceeds ten lakh rupees during the previous year; 3 - the aggregate of tax deducted at source and tax collected at source during the previous year, in the case of the person, is twenty-five thousand rupees or more; 4 - if his total deposits in a savings bank account is fifty lakh rupees or more, in the previous year
ITR.ITR3.PartA_GEN1.FilingStatus.clauseiv7provisio139iDtls[].clauseiv7provisio139iAmount	integer	True	type=integer, minimum=0, maximum=99999999999999, REQUIRED	
ITR.ITR3.PartA_GEN1.FilingStatus.NoticeNo	string	False	type=string, maxLength=100, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&]*)\s*)	
ITR.ITR3.PartA_GEN1.FilingStatus.NoticeDate	string	False	type=string, pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01]))	Enter date when the notice was issued to the assessee in format YYYY-MM-DD
ITR.ITR3.PartA_GEN1.FilingStatus.ReceiptNo	string	False	type=string, pattern=[0-9]{15}	Enter efiling or other Ack No of Original return here in case of revised return
ITR.ITR3.PartA_GEN1.FilingStatus.OrigRetFiledDate	string	False	type=string, pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01]))	Enter Date of filing of Original return in format YYYY-MM-DD on or after 2025-04-01
ITR.ITR3.PartA_GEN1.FilingStatus.ResidentialStatus	string	True	type=string, pattern=|(\s*([\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&][\s\w\d_=!@#$%\^*\(\){}\[\]\|\\:;',\.\?/~`\-\+<>&]*)\s*), enum=['RES', 'NRI', 'NOR'], REQUIRED	RES:RES - Resident; NRI:NRI - NonResident; NOR:NOR - Resident but not Ordinarily Resident
